# Annotazioni dei componenti di terze parti - traguardo T-03, criterio 5.
#
# Formato dichiarato in pipeline/README-COMPONENTI.md. Dati separati da tabulazione, righe di
# commento con «#». Il controllo scripts/verifica-registro-componenti.sh confronta questo file con
# la distinta generata e FA FALLIRE la costruzione quando un componente è presente nella distinta
# e assente da qui, oppure quando un componente ha licenza segnata come incompatibile o
# indeterminabile. Modificare questo file senza leggere il README produce quasi sempre un errore
# che il README avrebbe evitato.
#
componente	versione	licenza_dichiarata	compatibilita_apache_2_0	motivo_inclusione	canale_di_avviso
postcss-merge-longhand	6.0.5	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira cssnano-preset-default. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
postcss-merge-rules	6.1.1	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira cssnano-preset-default. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
postcss-minify-font-values	6.1.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira cssnano-preset-default. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
postcss-minify-gradients	6.0.3	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira cssnano-preset-default. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
postcss-minify-params	6.1.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira cssnano-preset-default. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
postcss-minify-selectors	6.0.4	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira cssnano-preset-default. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
postcss-modules-extract-imports	3.1.0	ISC	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira css-loader. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
postcss-modules-local-by-default	4.2.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira css-loader. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
postcss-modules-scope	3.2.1	ISC	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira css-loader. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
postcss-modules-values	4.0.0	ISC	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira css-loader. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
postcss-nesting	13.0.2	MIT-0	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira postcss-preset-env. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
postcss-normalize-charset	6.0.2	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira cssnano-preset-default. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
postcss-normalize-display-values	6.0.2	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira cssnano-preset-default. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
postcss-normalize-positions	6.0.2	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira cssnano-preset-default. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
postcss-normalize-repeat-style	6.0.2	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira cssnano-preset-default. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
postcss-normalize-string	6.0.2	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira cssnano-preset-default. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
postcss-normalize-timing-functions	6.0.2	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira cssnano-preset-default. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
postcss-normalize-unicode	6.1.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira cssnano-preset-default. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
postcss-normalize-url	6.0.2	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira cssnano-preset-default. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
postcss-normalize-whitespace	6.0.2	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira cssnano-preset-default. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
postcss-opacity-percentage	3.0.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira postcss-preset-env. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
postcss-ordered-values	6.0.2	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira cssnano-preset-default. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
postcss-overflow-shorthand	6.0.0	MIT-0	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira postcss-preset-env. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
postcss-page-break	3.0.4	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira postcss-preset-env. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
postcss-place	10.0.0	MIT-0	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira postcss-preset-env. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
postcss-preset-env	10.6.1	MIT-0	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @docusaurus/bundler. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
postcss-pseudo-class-any-link	10.0.1	MIT-0	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira postcss-preset-env. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
postcss-reduce-idents	6.0.3	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira cssnano-preset-advanced. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
postcss-reduce-initial	6.1.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira cssnano-preset-default. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
postcss-reduce-transforms	6.0.2	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira cssnano-preset-default. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
postcss-replace-overflow-wrap	4.0.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira postcss-preset-env. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
postcss-selector-not	8.0.1	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira postcss-preset-env. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
postcss-selector-parser	6.1.4	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira postcss-calc, postcss-discard-unused, postcss-merge-rules e altri 3. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
postcss-sort-media-queries	5.2.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @docusaurus/cssnano-preset. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
postcss-svgo	6.0.3	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira cssnano-preset-default. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
postcss-unique-selectors	6.0.4	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira cssnano-preset-default. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
postcss-value-parser	4.2.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @csstools/postcss-font-format-keywords, @csstools/postcss-ic-unit, @csstools/postcss-logical-resize e altri 37. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
postcss-zindex	6.0.2	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira cssnano-preset-advanced. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
pretty-error	4.0.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira html-webpack-plugin. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
pretty-time	1.1.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira webpackbar. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
prismjs	1.30.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @docusaurus/theme-classic. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
process-nextick-args	2.0.1	MIT	compatibile	Dipendenza transitiva senza genitore dichiarato nella distinta: presente nell'albero risolto, tirata da un componente che non la dichiara come dipendenza diretta.	https://github.com/fedcal/Telemedic/security/dependabot
prompts	2.4.2	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @docusaurus/core, @docusaurus/utils. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
prop-types	15.8.1	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @slorber/react-helmet-async, react-router, react-router-dom. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
property-information	7.2.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira hast-util-from-parse5, hast-util-to-estree, hast-util-to-jsx-runtime e altri 2. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
proto-list	1.2.4	ISC	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira config-chain. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
proxy-addr	2.0.7	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira express. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
punycode	2.3.1	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira uri-js. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
pupa	3.3.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira update-notifier. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
pvtsutils	1.3.6	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @peculiar/x509, asn1js, pkijs. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
pvutils	1.2.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira asn1js, pkijs. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
qs	6.15.3	BSD-3-Clause	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira body-parser, express. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
queue-microtask	1.2.3	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira run-parallel. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
quick-lru	5.1.1	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira http2-wrapper. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
range-parser	1.2.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira serve-handler. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
raw-body	2.5.3	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira body-parser. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
rc	1.2.8	(BSD-2-Clause OR MIT OR Apache-2.0)	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira registry-url. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
react-fast-compare	3.2.2	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @slorber/react-helmet-async. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
react-is	16.13.1	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira hoist-non-react-statics, prop-types, react-router. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
react-json-view-lite	2.5.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @docusaurus/plugin-debug. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
react-loadable-ssr-addon-v5-slorber	1.0.3	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @docusaurus/core. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
react-markdown	10.1.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira open-ask-ai. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
react-remove-scroll	2.7.2	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @radix-ui/react-dialog. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
react-remove-scroll-bar	2.3.8	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira react-remove-scroll. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
react-router	5.3.4	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @docusaurus/core, react-router-config, react-router-dom. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
react-router-config	5.1.1	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @docusaurus/core. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
react-router-dom	5.3.4	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @docusaurus/core, @docusaurus/theme-classic. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
react-style-singleton	2.2.3	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira react-remove-scroll, react-remove-scroll-bar. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
readable-stream	3.6.2	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira spdy-transport. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
readdirp	3.6.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira chokidar. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
recma-build-jsx	1.0.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @mdx-js/mdx. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
recma-jsx	1.0.1	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @mdx-js/mdx. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
recma-parse	1.0.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira recma-jsx. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
recma-stringify	1.0.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @mdx-js/mdx, recma-jsx. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
reflect-metadata	0.2.2	Apache-2.0	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @peculiar/x509. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
regenerate	1.4.2	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira regenerate-unicode-properties, regexpu-core. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
regenerate-unicode-properties	10.2.2	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira regexpu-core. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
regexpu-core	6.4.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @babel/helper-create-regexp-features-plugin. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
registry-auth-token	5.1.1	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira package-json. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
registry-url	6.0.1	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira package-json. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
regjsgen	0.8.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira regexpu-core. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
regjsparser	0.13.2	BSD-2-Clause	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira regexpu-core. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
rehype-highlight	7.0.2	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira open-ask-ai. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
rehype-raw	7.0.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @docusaurus/mdx-loader. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
rehype-recma	1.0.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @mdx-js/mdx. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
relateurl	0.2.7	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira html-minifier-terser. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
remark-directive	3.0.1	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @docusaurus/mdx-loader. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
remark-emoji	4.0.1	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @docusaurus/mdx-loader. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
remark-frontmatter	5.0.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @docusaurus/mdx-loader. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
remark-gfm	4.0.1	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @docusaurus/mdx-loader, open-ask-ai. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
remark-mdx	3.1.1	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @mdx-js/mdx. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
remark-parse	11.0.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @mdx-js/mdx, react-markdown, remark-gfm. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
remark-rehype	11.1.2	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @mdx-js/mdx, react-markdown. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
remark-stringify	11.0.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira remark-gfm. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
renderkid	3.0.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira pretty-error. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
require-from-string	2.0.2	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira ajv. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
require-like	0.1.2	NOLICENSE	indeterminabile	Dipendenza transitiva: il progetto non l'ha scelta, la tira eval. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
requires-port	1.0.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira http-proxy. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
resolve	1.22.12	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @babel/helper-define-polyfill-provider. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
resolve-alpn	1.2.1	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira http2-wrapper. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
resolve-from	4.0.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira import-fresh. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
resolve-pathname	3.0.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @docusaurus/utils, history. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
responselike	3.0.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira cacheable-request, got. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
retry	0.13.1	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira p-retry. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
reusify	1.1.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira fastq. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
robust-predicates	3.0.3	Unlicense	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira delaunator. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
roughjs	4.6.6	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira mermaid. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
rtlcss	4.3.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @docusaurus/theme-classic. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
run-applescript	7.1.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira bundle-name. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
run-parallel	1.2.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @nodelib/fs.scandir. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
rw	1.3.3	BSD-3-Clause	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira d3-dsv. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
safe-buffer	5.2.1	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira compression, express, string_decoder e altri 1. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
safer-buffer	2.1.2	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira iconv-lite. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
sax	1.6.1	BlueOak-1.0.0	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira sitemap, svgo, xml-js. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
scheduler	0.23.2	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira react-dom. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
schema-dts	1.1.5	Apache-2.0	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @docusaurus/plugin-content-blog, @docusaurus/plugin-content-docs. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
schema-utils	4.3.3	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira babel-loader, copy-webpack-plugin, css-minimizer-webpack-plugin e altri 6. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
search-insights	2.17.3	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @algolia/autocomplete-plugin-algolia-insights, @docsearch/react. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
section-matter	1.0.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @11ty/gray-matter. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
select-hose	2.0.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira spdy. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
selfsigned	5.5.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira webpack-dev-server. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
semver	7.8.5	ISC	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @docusaurus/core, css-loader, package-json e altri 3. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
semver-diff	4.0.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira update-notifier. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
send	0.19.2	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira express, serve-static. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
